[Instrument settings]
Instrument type = "CryoFMR-40"
DAQ serial number = "01EA6AD6"
SW version = "2.6.0.3"
AC Output = "0"
AC Field Frequency = "490.000000"
Hall.Sensor Range = "0"
Hall.ADC # Samples = "10"
Hall.ADC Rate = "100.000000"
FMR.RF Diode  = "RF Detector"
FMR.Coupling = "0"
FMR.Notch = "1"
FMR.Notch x2 = "1"
FMR.Bandpass = "1"
Signal.Signal fitting = "Derivated Lorentz."
SweepMode = "Field"
RF.Lvl.Comp = "FALSE"

[QD]
Instrument Type = "DynaCool"
IP Address = "127.0.0.1"
Drive.Mode = "Driven"
Drive.Approach = "Linear"
Drive.Rate = "500.000000"
Correction name = "No Correction"
[Sweep settings]
Frequency(GHz)	Field Saturation (Oe)	Field Start (Oe)	Field Stop (Oe)	Field Step (Oe)	Input gain	Output gain	Modul. Ampl.	FMR ADC # of Samples	FMR ADC Rate	Temp
6	10000	9000	0	10	x100	x100	0.3	100	1000	300
8	10000	9000	0	10	x100	x100	0.3	100	1000	300
10	10000	9000	0	10	x100	x100	0.3	100	1000	300
12	10000	9000	0	10	x100	x100	0.3	100	1000	300
14	10000	9000	0	10	x100	x100	0.3	100	1000	300
16	10000	9000	0	10	x100	x100	0.3	100	1000	300
18	10000	9000	0	10	x100	x100	0.3	100	1000	300
20	10000	9000	0	10	x100	x100	0.3	100	1000	300
22	10000	9000	0	10	x100	x100	0.3	100	1000	300

[Data]
Frequency	Field	I	Q	IQ	IQ fit	Aux	Temp
6.000000	1049.736328	-0.132560	-0.079390	-0.195984	-0.343007	10.458068	300.628174
6.000000	1039.753052	-0.176969	-0.109974	-0.249882	-0.410504	10.457920	300.629150
6.000000	1029.723145	-0.232520	-0.148357	-0.317371	-0.496389	10.458008	300.628754
6.000000	1019.739868	-0.312665	-0.193992	-0.409459	-0.605727	10.457867	300.629761
6.000000	1009.651733	-0.415399	-0.266296	-0.534985	-0.748485	10.458008	300.630768
6.000000	999.796570	-0.565431	-0.366387	-0.715320	-0.929743	10.457910	300.630157
6.000000	989.778320	-0.779747	-0.500169	-0.967937	-1.170120	10.457844	300.629944
6.000000	979.690247	-1.076287	-0.689772	-1.319910	-1.486204	10.457867	300.629761
6.000000	969.660400	-1.481184	-0.950902	-1.801710	-1.890516	10.457870	300.629761
6.000000	959.700317	-2.015769	-1.294090	-2.436974	-2.385810	10.457854	300.630768
6.000000	949.728760	-2.620448	-1.690002	-3.159718	-2.941456	10.457906	300.629150
6.000000	939.722107	-3.151281	-2.030139	-3.790175	-3.429790	10.457952	300.631561
6.000000	929.773743	-3.189253	-2.058021	-3.837199	-3.551339	10.457966	300.629944
6.000000	919.767151	-2.257555	-1.460288	-2.730250	-2.866600	10.457966	300.630157
6.000000	909.644165	-0.431360	-0.275166	-0.553221	-1.109741	10.457916	300.630157
6.000000	899.812256	1.245833	0.809466	1.444125	1.131840	10.457854	300.631561
6.000000	889.817322	1.580495	1.030682	1.845265	2.930819	10.457824	300.632751
6.000000	879.589417	2.685289	1.751270	3.164266	3.679117	10.457851	300.632141
6.000000	869.687622	4.109853	2.630579	4.838025	3.552589	10.458104	300.632355
6.000000	859.704346	2.750637	1.770703	3.229714	3.034891	10.457989	300.632355
6.000000	849.732727	2.211484	1.430774	2.592378	2.444259	10.457910	300.630768
6.000000	839.749451	1.790051	1.160391	2.091666	1.919140	10.457933	300.630157
6.000000	829.719543	1.323273	0.857287	1.535111	1.494648	10.457828	300.630951
6.000000	819.666321	0.861236	0.560180	0.985792	1.166500	10.457844	300.630371
6.000000	809.683105	0.508851	0.332589	0.566299	0.918834	10.457837	300.630157
6.000000	799.653198	0.289679	0.193829	0.306903	0.730027	10.457736	300.630371
6.000000	789.658264	0.175064	0.113168	0.166863	0.586623	10.457686	300.629944
6.000000	779.674988	0.123751	0.085046	0.108496	0.476497	10.457759	300.630157
6.000000	769.714966	0.104440	0.060073	0.078731	0.391178	10.457814	300.629944
6.000000	759.755005	0.086936	0.061316	0.064693	0.324230	10.457782	300.630157
6.000000	749.783386	0.080180	0.052913	0.054460	0.271109	10.457864	300.629944
6.000000	739.637024	0.072898	0.051190	0.047405	0.227932	10.457913	300.630157
6.000000	729.653687	0.072777	0.052216	0.047857	0.193679	10.457887	300.630157
6.000000	719.647095	0.069206	0.043806	0.040297	0.165703	10.457736	300.630157
6.000000	709.826904	0.071412	0.045427	0.043028	0.143109	10.457893	300.630157
6.000000	699.657227	0.067300	0.045052	0.039367	0.123728	10.457736	300.630768
6.000000	689.673950	0.065034	0.042307	0.035974	0.107879	10.457811	300.629944
6.000000	679.667358	0.064387	0.042794	0.035692	0.094531	10.457851	300.630371
6.000000	669.695740	0.060586	0.042656	0.032421	0.083282	10.457620	300.630951
6.000000	659.759033	0.064301	0.043123	0.035795	0.073739	10.457716	300.628967
6.000000	649.787415	0.061582	0.042067	0.032936	0.065541	10.457693	300.628967
6.000000	639.722534	0.058439	0.039835	0.029084	0.058426	10.457614	300.629364
6.000000	629.622803	0.051447	0.040285	0.023449	0.052262	10.457693	300.629547
6.000000	619.627869	0.055638	0.034134	0.023637	0.046967	10.457831	300.628967
6.000000	609.784363	0.050299	0.036593	0.020481	0.042414	10.457709	300.630768
6.000000	599.801086	0.050707	0.037221	0.021162	0.038365	10.457689	300.630371
6.000000	589.619751	0.050654	0.035324	0.020089	0.034737	10.457716	300.630157
6.000000	579.624817	0.048866	0.035831	0.018858	0.031597	10.457637	300.631561
6.000000	569.699768	0.049221	0.032875	0.017553	0.028834	10.457643	300.628967
6.000000	559.716492	0.050276	0.035880	0.020067	0.026363	10.457666	300.628754
6.000000	549.709900	0.046246	0.029749	0.013355	0.024155	10.457532	300.627563
6.000000	539.749878	0.045273	0.032096	0.013808	0.022189	10.457614	300.628754
6.000000	529.603516	0.051489	0.031672	0.018801	0.020395	10.457591	300.628754
6.000000	519.760010	0.042087	0.036005	0.013246	0.018830	10.457624	300.628967
6.000000	509.753448	0.054544	0.034693	0.023002	0.017394	10.457502	300.628754
6.000000	499.676941	0.048636	0.033552	0.017418	0.016089	10.457703	300.628754
6.000000	489.670380	0.051266	0.034904	0.020359	0.014916	10.457597	300.629150
6.000000	479.698730	0.054044	0.034917	0.022699	0.013854	10.457670	300.628754
6.000000	469.692169	0.047271	0.034815	0.016950	0.012885	10.457509	300.628754
6.000000	459.685547	0.052660	0.038352	0.023394	0.012001	10.457634	300.627960
6.000000	449.713898	0.047715	0.033769	0.016754	0.011198	10.457791	300.628174
6.000000	439.544220	0.049073	0.038694	0.020562	0.010448	10.457426	300.628754
6.000000	429.572632	0.043645	0.034062	0.013489	0.009774	10.457643	300.628571
6.000000	419.764038	0.046095	0.026050	0.011203	0.009165	10.457680	300.628754
6.000000	409.815735	0.041314	0.035321	0.012209	0.008597	10.457594	300.629150
6.000000	399.646057	0.039089	0.034065	0.009656	0.008062	10.457538	300.629364
6.000000	389.557892	0.038017	0.034345	0.008905	0.007573	10.457538	300.627563
6.000000	379.644531	0.048018	0.032237	0.016166	0.007129	10.457696	300.629364
6.000000	369.684540	0.038171	0.028762	0.006007	0.006715	10.457571	300.629761
6.000000	359.666290	0.041173	0.028148	0.008194	0.006330	10.457660	300.628967
6.000000	349.671356	0.038905	0.029765	0.007163	0.005974	10.457551	300.630157
6.000000	339.688080	0.040134	0.031422	0.009093	0.005643	10.457722	300.629547
6.000000	329.856232	0.036334	0.030189	0.005229	0.005340	10.457489	300.628967
6.000000	319.744781	0.035850	0.024298	0.001629	0.005050	10.457581	300.627563
6.000000	309.726562	0.033145	0.030784	0.002869	0.004782	10.457426	300.628967
6.000000	299.754913	0.035660	0.022111	0.000280	0.004533	10.457528	300.630371
6.000000	289.561951	0.039779	0.027503	0.006663	0.004295	10.457627	300.629547
6.000000	279.683502	0.039072	0.020408	0.002222	0.004080	10.457502	300.630768
6.000000	269.641968	0.037419	0.026908	0.004353	0.003875	10.457640	300.629547
6.000000	259.658661	0.039072	0.029834	0.007327	0.003684	10.457558	300.630371
6.000000	249.628799	0.034328	0.023880	0.000112	0.003504	10.457459	300.630157
6.000000	239.878479	0.033345	0.026990	0.000970	0.003340	10.457565	300.630157
6.000000	229.720459	0.035390	0.026175	0.002245	0.003179	10.457578	300.629761
6.000000	219.725540	0.036656	0.027388	0.003965	0.003030	10.457519	300.629547
6.000000	209.777191	0.034121	0.026103	0.001136	0.002891	10.457581	300.628174
6.000000	199.595856	0.038079	0.024689	0.003695	0.002756	10.457430	300.628967
6.000000	189.612579	0.038655	0.030209	0.007168	0.002632	10.457463	300.630157
6.000000	179.571045	0.037678	0.028651	0.005502	0.002514	10.457545	300.629547
6.000000	169.599396	0.035094	0.028118	0.003040	0.002404	10.457430	300.628174
6.000000	159.651062	0.035791	0.028775	0.003980	0.002299	10.457384	300.628967
6.000000	149.644470	0.038092	0.031225	0.007240	0.002200	10.457394	300.629761
6.000000	139.602951	0.034950	0.029926	0.003894	0.002106	10.457492	300.629761
6.000000	129.666245	0.039532	0.028322	0.006874	0.002018	10.457614	300.630157
6.000000	119.717911	0.036120	0.026237	0.002875	0.001934	10.457476	300.629364
6.000000	109.734627	0.035157	0.021635	-0.000431	0.001855	10.457604	300.628174
6.000000	99.634850	0.036436	0.025323	0.002642	0.001778	10.457568	300.629547
6.000000	89.628258	0.039256	0.025103	0.004891	0.001706	10.457561	300.627960
6.000000	79.656616	0.032047	0.028989	0.000937	0.001638	10.457545	300.628754
6.000000	69.568489	0.031938	0.029140	0.000926	0.001573	10.457413	300.627563
6.000000	59.655098	0.041482	0.028055	0.008357	0.001512	10.457538	300.629944
6.000000	49.625214	0.028651	0.024370	-0.004426	0.001453	10.457571	300.628754
6.000000	39.653576	0.034131	0.024255	0.000116	0.001397	10.457538	300.628754
6.000000	29.658636	0.034105	0.020658	-0.001857	0.001344	10.457574	300.630157
6.000000	19.745243	0.042159	0.029150	0.009513	0.001294	10.457528	300.627563
6.000000	9.598867	0.027273	0.029298	-0.002919	0.001245	10.457505	300.628754
6.000000	-0.396070	0.034486	0.025258	0.000952	0.001199	10.457525	300.627563

8.000000	9000.382812	0.035929	0.025659	-0.001916	-0.000094	10.458728	300.627167
8.000000	8990.375977	0.031382	0.023742	-0.006756	-0.000094	10.458692	300.626190
8.000000	8980.217773	0.032757	0.024817	-0.005007	-0.000094	10.458896	300.626190
8.000000	8970.269531	0.040239	0.025100	0.001403	-0.000095	10.458807	300.625397
8.000000	8960.321289	0.039523	0.023029	-0.000327	-0.000095	10.458955	300.626190
8.000000	8950.349609	0.035979	0.025866	-0.001711	-0.000095	10.458797	300.626190
8.000000	8940.296875	0.037346	0.027362	0.000264	-0.000095	10.458857	300.627563
8.000000	8930.347656	0.033631	0.027033	-0.003008	-0.000096	10.458860	300.626770
8.000000	8920.411133	0.031192	0.022539	-0.007510	-0.000096	10.458758	300.626190
8.000000	8910.440430	0.037754	0.023663	-0.001404	-0.000096	10.458801	300.626587
8.000000	8900.281250	0.032944	0.023101	-0.005718	-0.000096	10.458784	300.625183
8.000000	8890.310547	0.036935	0.022818	-0.002533	-0.000097	10.458804	300.626587
8.000000	8880.315430	0.035900	0.029328	0.000199	-0.000097	10.458804	300.626190
8.000000	8870.308594	0.034871	0.025452	-0.002785	-0.000097	10.458860	300.625793
8.000000	8860.348633	0.038257	0.027224	0.001027	-0.000097	10.458853	300.626984
8.000000	8850.353516	0.036685	0.022549	-0.002850	-0.000098	10.458768	300.624786
8.000000	8840.440430	0.031149	0.027529	-0.004717	-0.000098	10.458840	300.626190
8.000000	8830.235352	0.034802	0.029157	-0.000762	-0.000098	10.458712	300.626770
8.000000	8820.404297	0.040446	0.026911	0.002721	-0.000098	10.458850	300.626770
8.000000	8810.397461	0.040443	0.023903	0.001071	-0.000099	10.458784	300.625793
8.000000	8800.390625	0.037412	0.030334	0.002094	-0.000099	10.458755	300.627380
8.000000	8790.279297	0.035111	0.030396	0.000218	-0.000099	10.458669	300.626770
8.000000	8780.307617	0.038523	0.023055	-0.000969	-0.000100	10.458801	300.626984
8.000000	8770.312500	0.036219	0.028486	0.000110	-0.000100	10.458636	300.625183
8.000000	8760.364258	0.034216	0.027664	-0.002004	-0.000100	10.458755	300.626587
8.000000	8750.311523	0.033398	0.025537	-0.003849	-0.000100	10.458636	300.626770
8.000000	8740.338867	0.036413	0.023187	-0.002618	-0.000101	10.458646	300.625793
8.000000	8730.344727	0.036445	0.028539	0.000368	-0.000101	10.458715	300.626770
8.000000	8720.255859	0.031833	0.026165	-0.004780	-0.000101	10.458755	300.626587
8.000000	8710.389648	0.033020	0.022641	-0.005721	-0.000101	10.458548	300.626587
8.000000	8700.371094	0.036613	0.029130	0.000863	-0.000102	10.458656	300.626587
8.000000	8690.353516	0.035798	0.026083	-0.001487	-0.000102	10.458479	300.627563
8.000000	8680.346680	0.037560	0.022371	-0.002051	-0.000102	10.458653	300.626587
8.000000	8670.270508	0.033805	0.026389	-0.002961	-0.000103	10.458518	300.627167
8.000000	8660.251953	0.033240	0.023367	-0.005088	-0.000103	10.458515	300.628174
8.000000	8650.303711	0.033036	0.025494	-0.004076	-0.000103	10.458436	300.626190
8.000000	8640.320312	0.036574	0.024811	-0.001491	-0.000103	10.458541	300.626190
8.000000	8630.290039	0.032313	0.026606	-0.004048	-0.000104	10.458538	300.626770
8.000000	8620.331055	0.037481	0.029078	0.001637	-0.000104	10.458584	300.625183
8.000000	8610.335937	0.036541	0.022733	-0.002633	-0.000104	10.458580	300.625580
8.000000	8600.351562	0.033671	0.023279	-0.004718	-0.000105	10.458498	300.626984
8.000000	8590.333984	0.037511	0.026241	0.000128	-0.000105	10.458492	300.625793
8.000000	8580.350586	0.031090	0.022825	-0.007102	-0.000105	10.458433	300.627380
8.000000	8570.239258	0.034387	0.025767	-0.002719	-0.000106	10.458347	300.626770
8.000000	8560.244141	0.030942	0.022601	-0.007329	-0.000106	10.458406	300.626190
8.000000	8550.389648	0.034723	0.025672	-0.002472	-0.000106	10.458485	300.625977
8.000000	8540.300781	0.032060	0.030413	-0.002073	-0.000106	10.458465	300.626587
8.000000	8530.283203	0.037859	0.026172	0.000440	-0.000107	10.458446	300.625793
8.000000	8520.276367	0.036771	0.028128	0.000620	-0.000107	10.458492	300.625397
8.000000	8510.328125	0.038983	0.030153	0.003592	-0.000107	10.458416	300.625977
8.000000	8500.333008	0.035213	0.025665	-0.002018	-0.000108	10.458465	300.626190
8.000000	8490.361328	0.035288	0.025652	-0.001952	-0.000108	10.458357	300.626190
8.000000	8480.366211	0.033598	0.029338	-0.001322	-0.000108	10.458294	300.626587
8.000000	8470.371094	0.033418	0.023976	-0.004417	-0.000109	10.458331	300.626587
8.000000	8460.399414	0.034082	0.031235	0.000146	-0.000109	10.458511	300.625793
8.000000	8450.462891	0.034581	0.026152	-0.002227	-0.000109	10.458209	300.625183
8.000000	8440.316406	0.042843	0.025485	0.004310	-0.000110	10.458321	300.625977
8.000000	8430.310547	0.037507	0.027145	0.000781	-0.000110	10.458357	300.626770
8.000000	8420.303711	0.038924	0.021023	-0.001399	-0.000110	10.458285	300.625580
8.000000	8410.343750	0.033082	0.024048	-0.004598	-0.000110	10.458294	300.626190
8.000000	8400.325195	0.033039	0.029449	-0.001648	-0.000111	10.458189	300.624390
8.000000	8390.353516	0.034864	0.021914	-0.004267	-0.000111	10.458153	300.626190
8.000000	8380.230469	0.038020	0.027464	0.001434	-0.000111	10.458232	300.627563
8.000000	8370.224609	0.034216	0.028276	-0.001283	-0.000112	10.458334	300.627167
8.000000	8360.391602	0.037849	0.024028	-0.000581	-0.000112	10.458225	300.626770
8.000000	8350.222656	0.032822	0.023657	-0.004971	-0.000112	10.458268	300.626984
8.000000	8340.424805	0.033845	0.020106	-0.006064	-0.000113	10.458012	300.628967
8.000000	8330.313477	0.035203	0.023259	-0.003184	-0.000113	10.458160	300.626770
8.000000	8320.342773	0.037162	0.027230	0.000649	-0.000113	10.458097	300.626770
8.000000	8310.312500	0.031195	0.027608	-0.004113	-0.000114	10.458137	300.627380
8.000000	8300.340820	0.038747	0.025231	0.000890	-0.000114	10.458100	300.626587
8.000000	8290.194336	0.039529	0.027950	0.003051	-0.000114	10.458166	300.626587
8.000000	8280.269531	0.034920	0.028667	-0.000391	-0.000115	10.458225	300.626190
8.000000	8270.286133	0.038066	0.027000	0.001326	-0.000115	10.457985	300.625397
8.000000	8260.314453	0.030156	0.026349	-0.005624	-0.000115	10.458193	300.626984
8.000000	8250.320312	0.032412	0.024669	-0.004658	-0.000116	10.457999	300.626587
8.000000	8240.371094	0.036311	0.022641	-0.002512	-0.000116	10.458038	300.626190
8.000000	8230.375977	0.037458	0.022210	-0.001781	-0.000116	10.458071	300.626190
8.000000	8220.393555	0.030659	0.024508	-0.006179	-0.000117	10.458071	300.626190
8.000000	8210.269531	0.033861	0.027128	-0.002054	-0.000117	10.458169	300.625977
8.000000	8200.297852	0.035400	0.025307	-0.001763	-0.000118	10.458002	300.626587
8.000000	8190.280273	0.033700	0.025445	-0.003096	-0.000118	10.458127	300.626190
8.000000	8180.308105	0.035114	0.029712	0.000445	-0.000118	10.458114	300.626770
8.000000	8170.313477	0.032799	0.022848	-0.005259	-0.000119	10.458146	300.625977
8.000000	8160.295410	0.031123	0.022042	-0.007092	-0.000119	10.458160	300.626190
8.000000	8150.346680	0.035896	0.025087	-0.001421	-0.000119	10.457893	300.625977
8.000000	8140.293457	0.029581	0.029334	-0.004342	-0.000120	10.458084	300.626190
8.000000	8130.310547	0.033309	0.026635	-0.002707	-0.000120	10.458035	300.625977
8.000000	8120.385742	0.033664	0.028052	-0.001621	-0.000120	10.458031	300.626770
8.000000	8110.239258	0.033588	0.024252	-0.003768	-0.000121	10.457946	300.626770
8.000000	8100.232422	0.037123	0.028075	0.001298	-0.000121	10.458005	300.625183
8.000000	8090.272461	0.035252	0.029071	0.000296	-0.000122	10.457956	300.626770
8.000000	8080.266113	0.030978	0.028457	-0.003600	-0.000122	10.457920	300.625580
8.000000	8070.271484	0.034913	0.025603	-0.001878	-0.000122	10.458015	300.627563
8.000000	8060.334473	0.035137	0.024561	-0.002256	-0.000123	10.457906	300.626770
8.000000	8050.327637	0.031021	0.024465	-0.005734	-0.000123	10.457985	300.627167
8.000000	8040.344727	0.035640	0.027792	-0.000036	-0.000123	10.457785	300.626770
8.000000	8030.337891	0.031849	0.023308	-0.005660	-0.000124	10.457910	300.625580
8.000000	8020.342773	0.034818	0.028463	-0.000333	-0.000124	10.457949	300.626587
8.000000	8010.277832	0.031073	0.026053	-0.004776	-0.000125	10.457972	300.627563
8.000000	8000.294922	0.037530	0.024479	-0.000245	-0.000125	10.457976	300.626770
8.000000	7990.299805	0.033671	0.022496	-0.004548	-0.000125	10.457828	300.626587
8.000000	7980.292969	0.028042	0.026592	-0.006979	-0.000126	10.457897	300.625793
8.000000	7970.321777	0.034857	0.023387	-0.003047	-0.000126	10.457870	300.626190
8.000000	7960.350098	0.033671	0.023864	-0.003765	-0.000126	10.457946	300.626190
8.000000	7950.332031	0.034325	0.023634	-0.003336	-0.000127	10.457979	300.624603
8.000000	7940.383301	0.036537	0.026694	0.000207	-0.000127	10.457811	300.626770
8.000000	7930.400391	0.036390	0.024035	-0.001372	-0.000128	10.457903	300.627563
8.000000	7920.393555	0.032066	0.021391	-0.006427	-0.000128	10.457772	300.627167
8.000000	7910.282227	0.033631	0.027704	-0.001633	-0.000128	10.457811	300.627960
8.000000	7900.299316	0.034529	0.022526	-0.003727	-0.000129	10.457864	300.626984
8.000000	7890.327148	0.037386	0.027786	0.001565	-0.000129	10.457920	300.626770
8.000000	7880.285156	0.038349	0.024982	0.000834	-0.000130	10.457851	300.625977
8.000000	7870.302246	0.039805	0.022414	0.000644	-0.000130	10.457798	300.628174
8.000000	7860.330566	0.035640	0.029745	0.001217	-0.000130	10.457989	300.627563
8.000000	7850.312500	0.036971	0.023380	-0.001168	-0.000131	10.457976	300.627563
8.000000	7840.305664	0.037037	0.026441	0.000583	-0.000131	10.457995	300.627563
8.000000	7830.287598	0.035173	0.024206	-0.002195	-0.000132	10.458127	300.627167
8.000000	7820.327637	0.036965	0.027069	0.000888	-0.000132	10.457893	300.627563
8.000000	7810.344727	0.032842	0.026422	-0.002900	-0.000133	10.458008	300.628174
8.000000	7800.198242	0.029400	0.025136	-0.006470	-0.000133	10.458064	300.625793
8.000000	7790.238281	0.030432	0.023726	-0.006376	-0.000133	10.458183	300.626770
8.000000	7780.394043	0.037136	0.021434	-0.002035	-0.000134	10.458278	300.626190
8.000000	7770.259766	0.029617	0.024932	-0.006372	-0.000134	10.458291	300.626770
8.000000	7760.276367	0.034864	0.025665	-0.001580	-0.000135	10.458054	300.627167
8.000000	7750.281738	0.034986	0.024554	-0.002080	-0.000135	10.458146	300.627563
8.000000	7740.368164	0.034897	0.025784	-0.001467	-0.000136	10.458219	300.627167
8.000000	7730.350098	0.033792	0.029042	-0.000584	-0.000136	10.458068	300.627563
8.000000	7720.378418	0.030695	0.023515	-0.006204	-0.000136	10.458216	300.626190
8.000000	7710.418457	0.033194	0.028404	-0.001415	-0.000137	10.458252	300.626770
8.000000	7700.248535	0.033651	0.022463	-0.004297	-0.000137	10.458252	300.626190
8.000000	7690.276855	0.039381	0.022877	0.000723	-0.000138	10.458429	300.627167
8.000000	7680.293945	0.034509	0.027562	-0.000752	-0.000138	10.458232	300.626190
8.000000	7670.322266	0.035489	0.027677	0.000139	-0.000139	10.458377	300.626770
8.000000	7660.327148	0.033513	0.024091	-0.003476	-0.000139	10.458456	300.626190
8.000000	7650.332031	0.032227	0.027293	-0.002775	-0.000140	10.458482	300.626770
8.000000	7640.325195	0.037297	0.023969	-0.000366	-0.000140	10.458347	300.626984
8.000000	7630.271973	0.033585	0.026823	-0.001881	-0.000140	10.458603	300.628174
8.000000	7620.266113	0.031218	0.022848	-0.006037	-0.000141	10.458442	300.626770
8.000000	7610.352539	0.036002	0.023976	-0.001414	-0.000141	10.458564	300.625580
8.000000	7600.206055	0.034082	0.026224	-0.001767	-0.000142	10.458587	300.626587
8.000000	7590.350586	0.035469	0.025738	-0.000867	-0.000142	10.458669	300.626587
8.000000	7580.390625	0.031849	0.029075	-0.002040	-0.000143	10.458689	300.625977
8.000000	7570.395996	0.035607	0.030261	0.001760	-0.000143	10.458735	300.626190
8.000000	7560.413086	0.039855	0.027046	0.003543	-0.000144	10.458561	300.626587
8.000000	7550.278320	0.034963	0.027490	-0.000285	-0.000144	10.458646	300.626190
8.000000	7540.329590	0.037044	0.022371	-0.001359	-0.000145	10.458653	300.626587
8.000000	7530.346680	0.031642	0.025813	-0.003960	-0.000145	10.458666	300.626587
8.000000	7520.327637	0.032908	0.025600	-0.003012	-0.000146	10.458781	300.625397
8.000000	7510.333008	0.034052	0.027257	-0.001134	-0.000146	10.458748	300.626190
8.000000	7500.361816	0.036334	0.023456	-0.001314	-0.000147	10.458955	300.628174
8.000000	7490.354980	0.036406	0.020267	-0.003001	-0.000147	10.458735	300.627960
8.000000	7480.441406	0.031399	0.023801	-0.005223	-0.000148	10.458883	300.626190
8.000000	7470.423340	0.034900	0.022746	-0.002872	-0.000148	10.458853	300.628174
8.000000	7460.288574	0.035393	0.024216	-0.001641	-0.000149	10.458959	300.627563
8.000000	7450.293945	0.029098	0.022506	-0.007827	-0.000149	10.458926	300.628174
8.000000	7440.310059	0.034512	0.020461	-0.004425	-0.000150	10.458922	300.627960
8.000000	7430.327148	0.035446	0.023785	-0.001805	-0.000150	10.459011	300.628174
8.000000	7420.320312	0.036485	0.023476	-0.001098	-0.000151	10.459044	300.626984
8.000000	7410.313965	0.036610	0.027602	0.001289	-0.000151	10.458952	300.627563
8.000000	7400.377441	0.037504	0.025481	0.000877	-0.000152	10.458975	300.626770
8.000000	7390.347168	0.031511	0.030383	-0.001414	-0.000152	10.459156	300.626587
8.000000	7380.224121	0.030801	0.027783	-0.003430	-0.000153	10.459241	300.625397
8.000000	7370.427734	0.033066	0.027063	-0.001926	-0.000153	10.459113	300.626587
8.000000	7360.292480	0.033187	0.024317	-0.003327	-0.000154	10.459090	300.626587
8.000000	7350.332520	0.036817	0.028381	0.001950	-0.000154	10.459133	300.626190
8.000000	7340.314453	0.033828	0.025047	-0.002371	-0.000155	10.459189	300.627563
8.000000	7330.319336	0.032941	0.024564	-0.003368	-0.000155	10.459251	300.626770
8.000000	7320.324707	0.032474	0.024889	-0.003568	-0.000156	10.459166	300.626770
8.000000	7310.364746	0.031994	0.028434	-0.002006	-0.000156	10.459228	300.626587
8.000000	7300.380859	0.039756	0.026290	0.003300	-0.000157	10.459284	300.626770
8.000000	7290.374512	0.033296	0.025889	-0.002302	-0.000158	10.459202	300.627563
8.000000	7280.415039	0.033404	0.020902	-0.004949	-0.000158	10.459307	300.625397
8.000000	7270.419922	0.034749	0.023561	-0.002352	-0.000159	10.459343	300.626587
8.000000	7260.308594	0.029739	0.028217	-0.003959	-0.000159	10.459287	300.627563
8.000000	7250.313477	0.041265	0.028733	0.005955	-0.000160	10.459271	300.626770
8.000000	7240.353516	0.035722	0.025932	-0.000205	-0.000160	10.459455	300.625977
8.000000	7230.346680	0.030386	0.021687	-0.006986	-0.000161	10.459458	300.626587
8.000000	7220.352051	0.037941	0.026704	0.002093	-0.000161	10.459429	300.627167
8.000000	7210.217285	0.028233	0.021954	-0.008617	-0.000162	10.459514	300.626587
8.000000	7200.268555	0.032523	0.024863	-0.003423	-0.000163	10.459606	300.627167
8.000000	7190.425293	0.038050	0.026372	0.002030	-0.000163	10.459508	300.626984
8.000000	7180.267578	0.034558	0.022266	-0.003136	-0.000164	10.459708	300.628174
8.000000	7170.307129	0.027467	0.025629	-0.007191	-0.000164	10.459586	300.626770
8.000000	7160.277832	0.035130	0.028920	0.001027	-0.000165	10.459646	300.628571
8.000000	7150.352051	0.034072	0.026224	-0.001332	-0.000165	10.459498	300.628174
8.000000	7140.182617	0.033089	0.024347	-0.003177	-0.000166	10.459702	300.627960
8.000000	7130.420410	0.032415	0.024133	-0.003847	-0.000167	10.459705	300.627960
8.000000	7120.379395	0.035577	0.025116	-0.000656	-0.000167	10.459567	300.627960
8.000000	7110.279297	0.035193	0.020428	-0.003550	-0.000168	10.459725	300.626770
8.000000	7100.342285	0.035196	0.025531	-0.000727	-0.000168	10.459794	300.628174
8.000000	7090.301270	0.037484	0.025031	0.000918	-0.000169	10.459813	300.626587
8.000000	7080.306152	0.036153	0.022315	-0.001680	-0.000170	10.459790	300.628754
8.000000	7070.299316	0.038020	0.026129	0.001989	-0.000170	10.459731	300.626190
8.000000	7060.316406	0.038086	0.026740	0.002391	-0.000171	10.459876	300.626770
8.000000	7050.192871	0.033030	0.026247	-0.002090	-0.000171	10.459761	300.627960
8.000000	7040.361816	0.038089	0.027723	0.002955	-0.000172	10.459886	300.626190
8.000000	7030.389648	0.037412	0.026379	0.001659	-0.000173	10.460116	300.626770
8.000000	7020.255371	0.039246	0.027224	0.003665	-0.000173	10.459754	300.625793
8.000000	7010.295410	0.038628	0.029341	0.004326	-0.000174	10.459892	300.628174
8.000000	7000.404785	0.036870	0.027237	0.001708	-0.000175	10.460011	300.626770
8.000000	6990.397949	0.038901	0.029798	0.004825	-0.000175	10.459905	300.626587
8.000000	6980.403320	0.033884	0.024597	-0.002218	-0.000176	10.459928	300.626770
8.000000	6970.303711	0.038109	0.027608	0.002977	-0.000177	10.460040	300.628174
8.000000	6960.332031	0.038254	0.028716	0.003718	-0.000177	10.460030	300.626770
8.000000	6950.336914	0.042830	0.026754	0.006466	-0.000178	10.460067	300.627563
8.000000	6940.341797	0.039493	0.030081	0.005524	-0.000178	10.460274	300.625793
8.000000	6930.335937	0.035587	0.030623	0.002573	-0.000179	10.460165	300.627167
8.000000	6920.224609	0.037902	0.025968	0.001950	-0.000180	10.460191	300.626190
