[Instrument settings]
Instrument type = "CryoFMR-40"
DAQ serial number = "01EA6AD6"
SW version = "2.6.0.3"
AC Output = "0"
AC Field Frequency = "490.000000"
Hall.Sensor Range = "0"
Hall.ADC # Samples = "10"
Hall.ADC Rate = "100.000000"
FMR.RF Diode  = "RF Detector"
FMR.Coupling = "0"
FMR.Notch = "1"
FMR.Notch x2 = "1"
FMR.Bandpass = "1"
Signal.Signal fitting = "Derivated Lorentz."
SweepMode = "Field"
RF.Lvl.Comp = "FALSE"

[QD]
Instrument Type = "DynaCool"
IP Address = "127.0.0.1"
Drive.Mode = "Driven"
Drive.Approach = "Linear"
Drive.Rate = "500.000000"
Correction name = "No Correction"
[Sweep settings]
Frequency(GHz)	Field Saturation (Oe)	Field Start (Oe)	Field Stop (Oe)	Field Step (Oe)	Input gain	Output gain	Modul. Ampl.	FMR ADC # of Samples	FMR ADC Rate	Temp
6	10000	9000	0	10	x100	x100	0.3	100	1000	300
8	10000	9000	0	10	x100	x100	0.3	100	1000	300
10	10000	9000	0	10	x100	x100	0.3	100	1000	300
12	10000	9000	0	10	x100	x100	0.3	100	1000	300
14	10000	9000	0	10	x100	x100	0.3	100	1000	300
16	10000	9000	0	10	x100	x100	0.3	100	1000	300
18	10000	9000	0	10	x100	x100	0.3	100	1000	300
20	10000	9000	0	10	x100	x100	0.3	100	1000	300
22	10000	9000	0	10	x100	x100	0.3	100	1000	300

[Data]
Frequency	Field	I	Q	IQ	IQ fit	Aux	Temp
10.000000	2430.283936	0.002971	0.005072	-0.036916	-0.043097	10.465248	300.641083
10.000000	2420.300781	0.002945	0.004368	-0.037326	-0.045569	10.465324	300.638123
10.000000	2410.294189	-0.006773	-0.000517	-0.048124	-0.048265	10.465251	300.640900
10.000000	2400.276123	-0.009482	-0.004222	-0.052428	-0.051207	10.465232	300.640503
10.000000	2390.176270	-0.012050	-0.003578	-0.054211	-0.054451	10.465327	300.641296
10.000000	2380.216064	-0.018102	-0.008782	-0.062130	-0.057957	10.465172	300.641479
10.000000	2370.291260	-0.025595	-0.014049	-0.071284	-0.061793	10.465324	300.640686
10.000000	2360.296387	-0.036089	-0.019421	-0.082998	-0.066048	10.465264	300.640106
10.000000	2350.324463	-0.044541	-0.030066	-0.095924	-0.070738	10.465350	300.640289
10.000000	2340.294678	-0.054181	-0.031312	-0.104645	-0.075969	10.465307	300.641876
10.000000	2330.322998	-0.068893	-0.046139	-0.125100	-0.081756	10.465327	300.641479
10.000000	2320.304687	-0.084394	-0.054792	-0.142800	-0.088248	10.465445	300.641479
10.000000	2310.298340	-0.102104	-0.068643	-0.165213	-0.095518	10.465347	300.640106
10.000000	2300.326660	-0.127126	-0.082227	-0.193573	-0.103673	10.465294	300.640289
10.000000	2290.226807	-0.153565	-0.101390	-0.226197	-0.113018	10.465363	300.641479
10.000000	2280.185303	-0.184261	-0.121662	-0.262982	-0.123585	10.465353	300.640106
10.000000	2270.213623	-0.226562	-0.148571	-0.313107	-0.135571	10.465356	300.640289
10.000000	2260.276855	-0.271001	-0.178994	-0.366955	-0.149282	10.465268	300.640289
10.000000	2250.258789	-0.324927	-0.207613	-0.427713	-0.165247	10.465347	300.640503
10.000000	2240.263916	-0.383933	-0.253817	-0.502423	-0.183771	10.465458	300.640900
10.000000	2230.257080	-0.458874	-0.295079	-0.587682	-0.205488	10.465360	300.641479
10.000000	2220.285645	-0.532391	-0.349972	-0.679288	-0.231012	10.465301	300.640686
10.000000	2210.313965	-0.611353	-0.403422	-0.774633	-0.261354	10.465511	300.640686
10.000000	2200.319092	-0.693996	-0.458522	-0.873960	-0.297826	10.465284	300.641876
10.000000	2190.160889	-0.774046	-0.509907	-0.969071	-0.342781	10.465333	300.641296
10.000000	2180.166016	-0.851771	-0.564521	-1.064030	-0.396958	10.465366	300.642273
10.000000	2170.217773	-0.921103	-0.609239	-1.146524	-0.463557	10.465333	300.641083
10.000000	2160.211182	-0.957671	-0.634944	-1.191206	-0.547177	10.465383	300.642090
10.000000	2150.251221	-0.967958	-0.640832	-1.203032	-0.652137	10.465310	300.642090
10.000000	2140.256104	-0.945583	-0.627728	-1.177141	-0.786090	10.465396	300.642090
10.000000	2130.284668	-0.913933	-0.606007	-1.138758	-0.956844	10.465508	300.642883
10.000000	2120.324463	-0.898557	-0.594290	-1.119467	-1.173729	10.465386	300.642090
10.000000	2110.364502	-0.930111	-0.616741	-1.158171	-1.442692	10.465445	300.642090
10.000000	2100.148437	-1.037888	-0.689834	-1.288388	-1.759825	10.465337	300.643066
10.000000	2090.188232	-1.219077	-0.809595	-1.505578	-2.035747	10.465281	300.642090
10.000000	2080.158447	-1.380827	-0.918174	-1.700388	-2.044693	10.465373	300.643066
10.000000	2070.163574	-1.403702	-0.927425	-1.724564	-1.251758	10.465409	300.642090
10.000000	2060.203613	0.480485	0.319149	0.534664	0.951350	10.465383	300.643066
10.000000	2050.266846	3.725815	2.466179	4.425922	3.957590	10.465360	300.643463
10.000000	2040.271851	4.581215	3.038290	5.455002	5.469907	10.465449	300.642273
10.000000	2030.288574	3.780206	2.510647	4.495829	4.674474	10.465317	300.642883
10.000000	2020.316895	2.478073	1.648020	2.933884	3.071177	10.465616	300.642090
10.000000	2010.310425	1.439759	0.958296	1.687365	1.761326	10.465465	300.642883
10.000000	2000.164062	0.811491	0.541898	0.933636	0.926194	10.465435	300.642670
10.000000	1990.215576	0.468305	0.313133	0.521194	0.455901	10.465504	300.642090
10.000000	1980.232422	0.289114	0.195887	0.307060	0.191540	10.465541	300.642090
10.000000	1970.237427	0.195970	0.131230	0.193700	0.044990	10.465531	300.641876
10.000000	1960.242554	0.135471	0.094465	0.122963	-0.035314	10.465619	300.642090
10.000000	1950.282471	0.106557	0.076041	0.088684	-0.078182	10.465534	300.640900
10.000000	1940.275757	0.089458	0.061402	0.066344	-0.099987	10.465590	300.640686
10.000000	1930.304199	0.079536	0.050474	0.052037	-0.109550	10.465347	300.640900
10.000000	1920.309204	0.067720	0.048274	0.040975	-0.112140	10.465511	300.640900
10.000000	1910.326050	0.062365	0.046118	0.035321	-0.110749	10.465544	300.642670
10.000000	1900.179687	0.063118	0.043257	0.034369	-0.107086	10.465593	300.641083
10.000000	1890.173096	0.061280	0.044339	0.033436	-0.102322	10.465610	300.640503
10.000000	1880.189819	0.056447	0.043109	0.028730	-0.097060	10.465475	300.640106
10.000000	1870.206543	0.058614	0.038806	0.028158	-0.091658	10.465573	300.641479
10.000000	1860.234863	0.054918	0.036301	0.023695	-0.086340	10.465481	300.640686
10.000000	1850.263306	0.055819	0.039542	0.026238	-0.081221	10.465498	300.640900
10.000000	1840.233276	0.054747	0.035298	0.023000	-0.076339	10.465442	300.640900
10.000000	1830.273437	0.050434	0.034969	0.019225	-0.071784	10.465715	300.641296
10.000000	1820.231812	0.054179	0.032579	0.021026	-0.067496	10.465495	300.641876
10.000000	1810.155273	0.049103	0.035732	0.018539	-0.063495	10.465478	300.642090
10.000000	1800.160278	0.044908	0.033457	0.013786	-0.059813	10.465465	300.641479
10.000000	1790.130493	0.047285	0.032448	0.015210	-0.056389	10.465550	300.641479
10.000000	1780.170410	0.044845	0.032928	0.013444	-0.053240	10.465435	300.642273
10.000000	1770.233765	0.045486	0.034808	0.015018	-0.050327	10.465432	300.641479
10.000000	1760.215698	0.045779	0.034088	0.014865	-0.047606	10.465468	300.642090
10.000000	1750.232300	0.048534	0.030699	0.015289	-0.045092	10.465527	300.642273
10.000000	1740.202393	0.047419	0.031655	0.014890	-0.042748	10.465534	300.640686
10.000000	1730.300659	0.045920	0.035387	0.015704	-0.040598	10.465514	300.641296
10.000000	1720.329102	0.051509	0.038661	0.022172	-0.038584	10.465593	300.641479
10.000000	1710.159424	0.056500	0.040808	0.027519	-0.036673	10.465458	300.640900
10.000000	1700.164429	0.055724	0.036179	0.024315	-0.034924	10.465695	300.639496
10.000000	1690.169556	0.057644	0.041314	0.028754	-0.033291	10.465659	300.640503
10.000000	1680.186157	0.060767	0.043619	0.032632	-0.031769	10.465600	300.641083
10.000000	1670.284546	0.062421	0.041124	0.032632	-0.030355	10.465478	300.642090
10.000000	1660.324463	0.060935	0.037165	0.029207	-0.029024	10.465458	300.642090
10.000000	1650.329590	0.058650	0.042330	0.030158	-0.027772	10.465462	300.641479
10.000000	1640.369507	0.056102	0.037593	0.025418	-0.026600	10.465462	300.641479
10.000000	1630.363037	0.053889	0.038905	0.024300	-0.025495	10.465619	300.640686
10.000000	1620.251587	0.052752	0.039769	0.023831	-0.024444	10.465485	300.640686
10.000000	1610.256592	0.044161	0.034867	0.013963	-0.023467	10.465498	300.641479
10.000000	1600.285034	0.050072	0.035137	0.019040	-0.022548	10.465495	300.641479
10.000000	1590.336548	0.041768	0.033240	0.011071	-0.021683	10.465455	300.642090
10.000000	1580.295166	0.041886	0.028305	0.008444	-0.020859	10.465580	300.641876
10.000000	1570.358398	0.039187	0.031590	0.008010	-0.020087	10.465472	300.641083
10.000000	1560.316895	0.044681	0.028036	0.010626	-0.019350	10.465458	300.639496
10.000000	1550.368530	0.037031	0.032510	0.006724	-0.018658	10.465508	300.640106
10.000000	1540.396851	0.039588	0.028466	0.006622	-0.018000	10.465550	300.641479
10.000000	1530.401978	0.034210	0.028575	0.002200	-0.017375	10.465642	300.640900
10.000000	1520.220581	0.042195	0.024998	0.006880	-0.016770	10.465495	300.639313
10.000000	1510.237305	0.037047	0.028532	0.004543	-0.016207	10.465465	300.641083
10.000000	1500.277344	0.037543	0.028226	0.004789	-0.015673	10.465498	300.639313
10.000000	1490.317383	0.039292	0.029262	0.006820	-0.015164	10.465564	300.638702
10.000000	1480.334106	0.036097	0.027375	0.003115	-0.014679	10.465498	300.639099
10.000000	1470.339111	0.037389	0.028328	0.004720	-0.014215	10.465550	300.640106
10.000000	1460.274292	0.037415	0.027585	0.004332	-0.013770	10.465656	300.640900
10.000000	1450.325928	0.037767	0.027697	0.004688	-0.013350	10.465629	300.640503
10.000000	1440.365967	0.035650	0.026964	0.002519	-0.012949	10.465557	300.640686
10.000000	1430.371094	0.038691	0.029134	0.006254	-0.012563	10.465619	300.641876
10.000000	1420.236328	0.039056	0.026750	0.005242	-0.012190	10.465751	300.640900
10.000000	1410.276367	0.037987	0.027871	0.004972	-0.011839	10.465590	300.642090
10.000000	1400.304687	0.040584	0.026119	0.006169	-0.011502	10.465590	300.639496
10.000000	1390.309692	0.036669	0.025988	0.002834	-0.011178	10.465629	300.641083
10.000000	1380.361450	0.038592	0.026931	0.004960	-0.010870	10.465633	300.641876
10.000000	1370.319824	0.040180	0.025642	0.005572	-0.010571	10.465646	300.641296
10.000000	1360.359863	0.040558	0.029311	0.007916	-0.010286	10.465685	300.642090
10.000000	1350.388184	0.042360	0.025159	0.007123	-0.010013	10.465498	300.640900
10.000000	1340.358276	0.038882	0.024913	0.004089	-0.009748	10.465587	300.641479
10.000000	1330.235229	0.036268	0.024265	0.001554	-0.009492	10.465646	300.640686
10.000000	1320.205444	0.038714	0.027273	0.005256	-0.009248	10.465481	300.641083
10.000000	1310.233765	0.039601	0.030133	0.007578	-0.009014	10.465432	300.641479
10.000000	1300.273804	0.036748	0.026228	0.003042	-0.008789	10.465665	300.641296
10.000000	1290.267090	0.036317	0.028328	0.003845	-0.008572	10.465577	300.641479
10.000000	1280.295532	0.036225	0.029154	0.004225	-0.008363	10.465452	300.640900
10.000000	1270.358887	0.039345	0.029002	0.006743	-0.008162	10.465610	300.640900
10.000000	1260.352173	0.039131	0.028789	0.006448	-0.007967	10.465636	300.639496
10.000000	1250.368896	0.036600	0.026103	0.002855	-0.007780	10.465567	300.640686
10.000000	1240.339111	0.034716	0.026875	0.001713	-0.007598	10.465560	300.641876
10.000000	1230.204346	0.036791	0.026040	0.002981	-0.007420	10.465472	300.640900
10.000000	1220.255981	0.036140	0.026744	0.002829	-0.007252	10.465264	300.640106
10.000000	1210.260986	0.031731	0.026865	-0.000777	-0.007089	10.465462	300.641479
10.000000	1200.242798	0.039220	0.025406	0.004658	-0.006931	10.465613	300.641083
10.000000	1190.294434	0.034184	0.025586	0.000562	-0.006779	10.465442	300.641479
10.000000	1180.264648	0.037820	0.027605	0.004709	-0.006630	10.465550	300.641479
10.000000	1170.339600	0.039003	0.027306	0.005531	-0.006488	10.465580	300.641876
10.000000	1160.321289	0.035193	0.031320	0.004575	-0.006350	10.465616	300.640900
10.000000	1150.349731	0.036745	0.029232	0.004715	-0.006216	10.465619	300.640106
10.000000	1140.366333	0.036810	0.023999	0.001879	-0.006086	10.465550	300.640900
10.000000	1130.243408	0.040022	0.027973	0.006753	-0.005959	10.465715	300.642090
10.000000	1120.225098	0.037425	0.026224	0.003623	-0.005836	10.465435	300.641876
10.000000	1110.206909	0.037188	0.029114	0.005024	-0.005718	10.465511	300.642090
10.000000	1100.305054	0.037846	0.030298	0.006227	-0.005604	10.465554	300.642273
10.000000	1090.321899	0.036143	0.028184	0.003640	-0.005493	10.465534	300.642090
10.000000	1080.326904	0.037997	0.028305	0.005254	-0.005385	10.465646	300.641876
10.000000	1070.355347	0.035528	0.028736	0.003435	-0.005280	10.465462	300.642090
10.000000	1060.360352	0.036301	0.028151	0.003757	-0.005178	10.465570	300.641479
10.000000	1050.376953	0.037054	0.026418	0.003428	-0.005079	10.465577	300.641479
10.000000	1040.195679	0.035913	0.024712	0.001535	-0.004981	10.465587	300.640900
10.000000	1030.247314	0.034690	0.028835	0.002795	-0.004888	10.465350	300.639893
10.000000	1020.240784	0.040174	0.024613	0.005034	-0.004797	10.465560	300.639313
10.000000	1010.210937	0.037231	0.032885	0.007154	-0.004709	10.465675	300.640106
10.000000	1000.239197	0.038073	0.027332	0.004788	-0.004623	10.465613	300.639496
10.000000	990.244263	0.035272	0.025560	0.001475	-0.004539	10.465356	300.638702
10.000000	980.296021	0.038855	0.027122	0.005325	-0.004458	10.465629	300.639496
10.000000	970.289368	0.032849	0.025060	-0.000819	-0.004379	10.465422	300.639496
10.000000	960.306152	0.037826	0.029308	0.005678	-0.004302	10.465636	300.639496
10.000000	950.334412	0.037106	0.022937	0.001558	-0.004227	10.465583	300.640106
10.000000	940.199768	0.032905	0.026678	0.000125	-0.004153	10.465596	300.642090
10.000000	930.263062	0.032056	0.026747	-0.000543	-0.004082	10.465606	300.641479
10.000000	920.221558	0.034207	0.022194	-0.001266	-0.004012	10.465652	300.641876
10.000000	910.238281	0.034049	0.026675	0.001080	-0.003945	10.465590	300.640900
10.000000	900.324829	0.035344	0.022792	0.000015	-0.003879	10.465596	300.643280
10.000000	890.283264	0.035380	0.027326	0.002551	-0.003815	10.465524	300.642090
10.000000	880.311707	0.038806	0.027635	0.005578	-0.003752	10.465685	300.642090
10.000000	870.316772	0.035456	0.023874	0.000709	-0.003691	10.465633	300.642090
10.000000	860.368408	0.037152	0.028055	0.004434	-0.003631	10.465619	300.642883
10.000000	850.198730	0.033911	0.029209	0.002372	-0.003572	10.465590	300.642883
10.000000	840.203796	0.035617	0.029653	0.004040	-0.003515	10.465702	300.642090
10.000000	830.220520	0.032494	0.025889	-0.000642	-0.003459	10.465583	300.642670
10.000000	820.295471	0.036209	0.024922	0.001921	-0.003405	10.465610	300.641479
10.000000	810.358765	0.036393	0.026099	0.002726	-0.003353	10.465646	300.641479
10.000000	800.317261	0.035742	0.029647	0.004145	-0.003301	10.465583	300.641083
10.000000	790.345581	0.036294	0.025554	0.002344	-0.003250	10.465557	300.641296
10.000000	780.362305	0.038043	0.025379	0.003706	-0.003201	10.465659	300.641296
10.000000	770.402283	0.035863	0.029864	0.004369	-0.003153	10.465518	300.640503
10.000000	760.407349	0.034992	0.025685	0.001335	-0.003105	10.465485	300.641479
10.000000	750.260986	0.037728	0.025462	0.003492	-0.003058	10.465564	300.641479
10.000000	740.289368	0.036140	0.024360	0.001561	-0.003013	10.465718	300.639893
10.000000	730.271057	0.035265	0.027217	0.002412	-0.002969	10.465758	300.641296
10.000000	720.299500	0.037665	0.025902	0.003686	-0.002926	10.465705	300.640289
10.000000	710.281250	0.036307	0.024123	0.001573	-0.002884	10.465725	300.642090
10.000000	700.332886	0.036787	0.026211	0.003128	-0.002842	10.465646	300.641876
10.000000	690.372925	0.034272	0.026208	0.001031	-0.002802	10.465590	300.642487
10.000000	680.319702	0.036110	0.024087	0.001391	-0.002762	10.465784	300.643280
10.000000	670.359741	0.036248	0.029969	0.004758	-0.002724	10.465728	300.641876
10.000000	660.236633	0.035735	0.026211	0.002255	-0.002685	10.465827	300.641876
10.000000	650.276672	0.036583	0.024995	0.002291	-0.002648	10.465669	300.643066
10.000000	640.293396	0.036991	0.025623	0.002978	-0.002612	10.465672	300.642883
10.000000	630.298462	0.035015	0.024015	0.000444	-0.002576	10.465741	300.643463
10.000000	620.303467	0.035893	0.024518	0.001455	-0.002541	10.465560	300.643463
10.000000	610.390076	0.032303	0.027497	0.000110	-0.002507	10.465636	300.643280
10.000000	600.313599	0.034805	0.026211	0.001486	-0.002473	10.465777	300.642883
10.000000	590.307068	0.034555	0.022279	-0.000895	-0.002440	10.465498	300.642883
10.000000	580.335388	0.034907	0.028341	0.002750	-0.002408	10.465758	300.642090
10.000000	570.212280	0.035745	0.022884	0.000434	-0.002376	10.465504	300.642090
10.000000	560.275635	0.033934	0.026540	0.000945	-0.002345	10.465744	300.642487
10.000000	550.292358	0.035088	0.026343	0.001799	-0.002315	10.465682	300.642487
10.000000	540.309082	0.035203	0.024959	0.001131	-0.002285	10.465600	300.642090
10.000000	530.337402	0.032704	0.027523	0.000467	-0.002256	10.465646	300.641876
10.000000	520.319153	0.037086	0.024235	0.002303	-0.002227	10.465600	300.641296
10.000000	510.324249	0.036524	0.025728	0.002661	-0.002199	10.465527	300.643066
10.000000	500.329285	0.034371	0.027582	0.001892	-0.002172	10.465698	300.642883
10.000000	490.346039	0.037428	0.028706	0.005063	-0.002144	10.465659	300.642090
10.000000	480.362762	0.037737	0.026875	0.004309	-0.002118	10.465573	300.641479
10.000000	470.193085	0.035088	0.023854	0.000432	-0.002091	10.465606	300.640106
10.000000	460.256378	0.034144	0.024176	-0.000175	-0.002066	10.465596	300.640106
10.000000	450.284729	0.038793	0.024041	0.003626	-0.002041	10.465629	300.639496
10.000000	440.301453	0.035245	0.027391	0.002522	-0.002016	10.465636	300.640106
10.000000	430.271545	0.036196	0.028414	0.003880	-0.001992	10.465619	300.640106
10.000000	420.276611	0.033598	0.023492	-0.001004	-0.001968	10.465679	300.640686
10.000000	410.328308	0.036317	0.019715	-0.000825	-0.001945	10.465721	300.640289
10.000000	400.286743	0.035919	0.025544	0.002066	-0.001922	10.465610	300.641083
10.000000	390.303467	0.036228	0.023163	0.001009	-0.001899	10.465689	300.642090
10.000000	380.331818	0.034989	0.023857	0.000361	-0.001877	10.465705	300.640686
10.000000	370.208740	0.036630	0.022181	0.000803	-0.001855	10.465422	300.640900
10.000000	360.202148	0.036718	0.023772	0.001757	-0.001833	10.465511	300.641479
10.000000	350.207214	0.036639	0.026224	0.003048	-0.001812	10.465623	300.642090
10.000000	340.258881	0.030988	0.029584	0.000196	-0.001792	10.465642	300.640503
10.000000	330.263916	0.032573	0.022476	-0.002411	-0.001772	10.465573	300.641083
10.000000	320.245697	0.036077	0.026024	0.002471	-0.001752	10.465629	300.641479
10.000000	310.274078	0.037655	0.024847	0.003137	-0.001732	10.465646	300.641083
10.000000	300.325745	0.035137	0.022079	-0.000491	-0.001713	10.465495	300.640900
10.000000	290.377380	0.034525	0.024692	0.000445	-0.001694	10.465422	300.640503
10.000000	280.207703	0.033201	0.025527	-0.000196	-0.001675	10.465659	300.641876
10.000000	270.212769	0.035663	0.028552	0.003528	-0.001656	10.465662	300.640106
10.000000	260.241150	0.036922	0.023196	0.001619	-0.001638	10.465767	300.642090
10.000000	250.246201	0.037589	0.024696	0.003005	-0.001621	10.465702	300.642090
10.000000	240.309509	0.033447	0.024459	-0.000577	-0.001603	10.465777	300.642273
10.000000	230.314575	0.037685	0.027220	0.004482	-0.001586	10.465629	300.641479
10.000000	220.331268	0.039605	0.030222	0.007742	-0.001569	10.465731	300.643280
10.000000	210.336349	0.035078	0.026145	0.001717	-0.001552	10.465557	300.642487
10.000000	200.364700	0.037576	0.027556	0.004580	-0.001536	10.465758	300.642670
10.000000	190.369766	0.036488	0.025965	0.002795	-0.001520	10.465662	300.643066
10.000000	180.188446	0.034953	0.026001	0.001536	-0.001504	10.465662	300.641296
10.000000	170.205154	0.038188	0.023479	0.002840	-0.001488	10.465708	300.642670
10.000000	160.256821	0.033819	0.025343	0.000229	-0.001473	10.465721	300.641479
10.000000	150.261871	0.035502	0.024413	0.001119	-0.001458	10.465580	300.641876
10.000000	140.231995	0.038974	0.024646	0.004142	-0.001443	10.465754	300.640686
10.000000	130.330246	0.035788	0.027539	0.003087	-0.001428	10.465659	300.641479
10.000000	120.277069	0.033365	0.021704	-0.002156	-0.001413	10.465705	300.640900
10.000000	110.328728	0.035725	0.026724	0.002587	-0.001399	10.465541	300.640106
10.000000	100.333794	0.032707	0.023108	-0.001926	-0.001385	10.465583	300.640503
10.000000	90.338860	0.031195	0.024834	-0.002231	-0.001371	10.465665	300.640106
10.000000	80.227425	0.036735	0.026441	0.003275	-0.001358	10.465679	300.641876
10.000000	70.220840	0.034292	0.025238	0.000575	-0.001344	10.465610	300.641083
10.000000	60.237549	0.031649	0.025014	-0.001750	-0.001331	10.465705	300.641479
10.000000	50.289211	0.034121	0.025379	0.000513	-0.001318	10.465606	300.641479
10.000000	40.259327	0.036590	0.025899	0.002859	-0.001305	10.465718	300.640900
10.000000	30.287687	0.030893	0.022716	-0.003647	-0.001292	10.465518	300.640900
10.000000	20.316050	0.035495	0.024850	0.001369	-0.001280	10.465728	300.641479
10.000000	10.309464	0.036702	0.027911	0.004067	-0.001268	10.465748	300.641479
10.000000	0.186386	0.034289	0.025008	0.000452	-0.001255	10.465764	300.640106

12.000000	9000.149414	0.038046	0.030879	0.002551	-0.000154	10.466892	300.645050
12.000000	8990.154297	0.038362	0.028818	0.001678	-0.000155	10.466902	300.644073
12.000000	8980.462891	0.039493	0.025097	0.000569	-0.000155	10.467086	300.644257
12.000000	8970.222656	0.037974	0.028621	0.001247	-0.000156	10.466931	300.645660
12.000000	8960.321289	0.035012	0.026826	-0.002213	-0.000156	10.466971	300.644867
12.000000	8950.408203	0.039970	0.026865	0.001945	-0.000157	10.466990	300.645050
12.000000	8940.261719	0.036925	0.030771	0.001561	-0.000157	10.466921	300.645050
12.000000	8930.394531	0.038951	0.024755	-0.000067	-0.000158	10.467004	300.644653
12.000000	8920.306641	0.037685	0.030255	0.001912	-0.000158	10.466971	300.643677
12.000000	8910.323242	0.036896	0.022023	-0.003287	-0.000159	10.467069	300.643677
12.000000	8900.154297	0.038753	0.026080	0.000502	-0.000159	10.467020	300.644257
12.000000	8890.205078	0.038924	0.027224	0.001276	-0.000160	10.466892	300.644653
12.000000	8880.374023	0.038750	0.028213	0.001678	-0.000160	10.466928	300.644470
12.000000	8870.389648	0.041571	0.026264	0.002956	-0.000161	10.467050	300.644470
12.000000	8860.395508	0.037488	0.028996	0.001058	-0.000161	10.466813	300.645050
12.000000	8850.295898	0.040598	0.029699	0.004041	-0.000162	10.466866	300.645050
12.000000	8840.428711	0.036912	0.029094	0.000635	-0.000162	10.466875	300.644653
12.000000	8830.317383	0.044013	0.026898	0.005347	-0.000163	10.466819	300.646454
12.000000	8820.322266	0.038747	0.028509	0.001844	-0.000164	10.466764	300.644257
12.000000	8810.338867	0.036873	0.026816	-0.000652	-0.000164	10.466731	300.644653
12.000000	8800.181641	0.037682	0.027388	0.000339	-0.000165	10.466948	300.645660
12.000000	8790.197266	0.037356	0.027345	0.000045	-0.000165	10.466724	300.645660
12.000000	8780.225586	0.036939	0.028897	0.000553	-0.000166	10.466701	300.645050
12.000000	8770.219727	0.035867	0.028348	-0.000643	-0.000166	10.466747	300.644257
12.000000	8760.422852	0.037119	0.029515	0.001047	-0.000167	10.466596	300.645660
12.000000	8750.298828	0.040729	0.027355	0.002867	-0.000167	10.466550	300.644257
12.000000	8740.129883	0.038467	0.028627	0.001683	-0.000168	10.466517	300.644257
12.000000	8730.437500	0.041397	0.027250	0.003368	-0.000168	10.466593	300.644257
12.000000	8720.174805	0.036386	0.031152	0.001342	-0.000169	10.466369	300.644470
12.000000	8710.179687	0.037632	0.029890	0.001686	-0.000170	10.466497	300.645050
12.000000	8700.429687	0.037721	0.030485	0.002089	-0.000170	10.466372	300.645050
12.000000	8690.434570	0.038201	0.026964	0.000548	-0.000171	10.466425	300.644470
12.000000	8680.462891	0.041058	0.028831	0.003962	-0.000171	10.466455	300.643677
12.000000	8670.467773	0.040312	0.029482	0.003700	-0.000172	10.466339	300.643677
12.000000	8660.450195	0.040292	0.029275	0.003570	-0.000172	10.466415	300.644470
12.000000	8650.199219	0.039611	0.027339	0.001935	-0.000173	10.466099	300.644257
12.000000	8640.179687	0.038865	0.029071	0.002269	-0.000174	10.466290	300.644867
12.000000	8630.150391	0.038793	0.028578	0.001938	-0.000174	10.466083	300.645447
12.000000	8620.388672	0.037234	0.026336	-0.000598	-0.000175	10.466119	300.645050
12.000000	8610.416992	0.042001	0.027881	0.004231	-0.000175	10.466034	300.644653
12.000000	8600.421875	0.036330	0.027036	-0.000964	-0.000176	10.466060	300.645660
12.000000	8590.392578	0.039838	0.023620	0.000078	-0.000177	10.466040	300.644073
12.000000	8580.443359	0.037284	0.026872	-0.000258	-0.000177	10.466047	300.644257
12.000000	8570.414062	0.037468	0.029949	0.001594	-0.000178	10.465991	300.645050
12.000000	8560.430664	0.040739	0.028259	0.003392	-0.000178	10.466011	300.645660
12.000000	8550.435547	0.036196	0.027602	-0.000760	-0.000179	10.465879	300.645660
12.000000	8540.161133	0.036166	0.027020	-0.001105	-0.000180	10.465892	300.644257
12.000000	8530.364258	0.036656	0.027510	-0.000425	-0.000180	10.465866	300.643677
12.000000	8520.345703	0.038270	0.031409	0.003073	-0.000181	10.465922	300.643463
12.000000	8510.328125	0.037899	0.028115	0.000947	-0.000182	10.465771	300.643677
12.000000	8500.368164	0.037879	0.028180	0.000968	-0.000182	10.465715	300.644653
12.000000	8490.373047	0.035706	0.028657	-0.000581	-0.000183	10.465744	300.643280
12.000000	8480.447266	0.040851	0.026320	0.002422	-0.000183	10.465642	300.644257
12.000000	8470.464844	0.040121	0.027852	0.002659	-0.000184	10.465616	300.644073
12.000000	8460.318359	0.035972	0.029193	-0.000060	-0.000185	10.465580	300.644073
12.000000	8450.462891	0.042570	0.026405	0.003906	-0.000185	10.465596	300.643066
12.000000	8440.176758	0.037093	0.029351	0.000964	-0.000186	10.465455	300.645050
12.000000	8430.216797	0.041656	0.032001	0.006232	-0.000187	10.465488	300.644257
12.000000	8420.256836	0.036330	0.030705	0.001077	-0.000187	10.465376	300.644257
12.000000	8410.250000	0.036682	0.026977	-0.000686	-0.000188	10.465429	300.644470
12.000000	8400.429687	0.039536	0.029864	0.003288	-0.000189	10.465297	300.644257
12.000000	8390.388672	0.037777	0.030531	0.002190	-0.000189	10.465189	300.645050
12.000000	8380.405273	0.038000	0.028861	0.001456	-0.000190	10.465251	300.645660
12.000000	8370.421875	0.037261	0.026159	-0.000651	-0.000191	10.465320	300.646667
12.000000	8360.147461	0.039276	0.028384	0.002259	-0.000191	10.465136	300.644653
12.000000	8350.431641	0.037366	0.028749	0.000868	-0.000192	10.465093	300.644470
12.000000	8340.449219	0.040229	0.030847	0.004414	-0.000193	10.465176	300.644470
12.000000	8330.186523	0.041597	0.029117	0.004602	-0.000193	10.465166	300.644653
12.000000	8320.191406	0.037678	0.028434	0.000957	-0.000194	10.465169	300.645660
12.000000	8310.231445	0.037396	0.026849	-0.000152	-0.000195	10.465090	300.645050
