,gamma (GHz T-1),H_k (Oe),miu_0*M_s (T),delta_H_0 (Oe),alpha,gamma2 (GHz T-1),H_k2 (Oe),miu_0*M_s2 (T),delta_H_02 (Oe),alpha2
0,26.649646676179895,65.65778066007256,0.42613967085456395,-79.01283181264529,0.03380450721150204,28.051089799529567,70.13456513027232,0.3858540084807358,14.420973646151037,0.004825170405851718
